area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$),city_pos_0,city_pos_1,city_pos_2,city_pos_3,city_pos_4
50,1,1,0,1,1,0,600,1300,0,17,1917,0,0,0,0,1
52,2,1,1,7,1,0,248,980,77,13,1318,0,1,0,0,0
100,3,1,1,1,1,0,1700,3000,250,39,4989,0,0,0,1,0
160,4,3,3,3,1,0,1600,7000,542,89,9231,0,0,0,0,1
137,3,2,1,4,1,0,1500,1800,250,23,3573,0,1,0,0,0
42,1,1,0,2,1,0,250,1200,27,18,1495,0,0,1,0,0
650,3,7,2,0,1,0,0,9900,600,149,10650,0,0,0,0,1
90,3,2,0,1,0,0,0,2000,0,31,2031,0,0,0,1,0
30,1,1,0,9,1,1,550,1854,0,11,2415,0,0,0,1,0
254,4,4,3,7,1,1,1300,6780,478,86,8644,0,0,0,0,1
40,1,1,1,5,0,0,700,3600,180,46,4526,0,0,0,0,1
130,4,2,1,2,0,1,700,3300,145,43,4188,0,0,0,1,0
128,3,3,2,1,1,0,1236,2650,682,34,4602,0,1,0,0,0
78,2,1,3,0,1,0,0,1600,163,25,1788,0,0,0,0,1
42,1,1,0,1,1,0,0,690,12,9,711,0,1,0,0,0
140,3,3,2,8,1,0,900,2370,0,31,3301,0,1,0,0,0
54,1,1,1,13,0,0,1484,4130,250,53,5917,0,0,0,0,1
40,1,1,1,13,1,0,584,3200,95,41,3920,0,0,0,0,1
50,2,1,1,5,1,0,570,1100,0,14,1684,0,0,0,0,1
75,3,1,1,1,0,0,475,1800,0,23,2298,0,0,0,0,1
472,3,2,4,0,1,0,0,6500,650,98,7248,0,0,0,0,1
360,5,3,6,0,1,1,0,4800,197,86,5083,0,0,1,0,0
308,4,4,3,1,1,0,4780,15000,1917,191,21890,0,0,0,0,1
50,1,1,1,8,0,1,2204,3700,209,47,6160,0,0,0,0,1
540,4,5,5,13,1,0,3414,5100,2236,65,10820,0,0,0,0,1
321,3,5,2,0,1,1,0,7318,1072,111,8501,0,0,0,0,1
70,3,2,1,3,1,0,380,1290,92,17,1779,0,0,0,0,1
130,3,2,2,4,1,1,1150,2800,184,36,4170,0,1,0,0,0
170,3,2,2,0,1,0,0,4500,267,68,4835,0,0,0,0,1
60,2,2,1,11,0,1,1158,5500,150,70,6878,0,0,0,0,1
45,1,1,0,4,0,1,450,4500,80,58,5088,0,0,0,1,0
60,2,1,1,1,1,0,467,750,78,10,1305,1,0,0,0,0
58,2,1,0,2,1,0,299,750,30,11,1090,0,0,1,0,0
195,4,3,3,7,0,0,2600,10000,1336,127,14060,0,0,0,0,1
100,2,4,0,1,1,0,0,3000,0,39,3039,0,0,0,0,1
50,1,1,0,0,1,0,0,700,67,11,778,0,0,0,0,1
54,2,1,1,3,1,0,286,999,23,13,1321,0,1,0,0,0
55,2,1,1,3,1,0,270,1300,85,18,1673,1,0,0,0,0
48,1,1,2,1,1,1,1966,3550,486,45,6047,0,0,0,0,1
58,2,1,1,6,1,0,850,1700,165,22,2737,0,0,0,0,1
200,3,4,3,19,1,1,2247,8500,1000,33,11780,0,0,0,0,1
77,3,1,2,3,1,0,486,1500,49,20,2055,0,1,0,0,0
72,2,1,1,9,1,0,421,1200,83,16,1720,1,0,0,0,0
50,2,1,2,8,0,0,504,1800,59,23,2386,0,0,0,0,1
95,2,2,1,11,1,0,1024,3000,28120,39,32180,0,0,0,1,0
130,3,2,0,1,1,1,550,4800,215,61,5626,0,0,0,0,1
30,1,1,0,6,0,0,500,700,0,10,1210,0,0,0,1,0
300,4,3,4,9,1,0,2400,15000,0,191,17590,0,0,0,0,1
95,3,2,1,3,1,0,1000,2245,268,29,3542,0,0,0,1,0
80,3,1,1,1,1,0,620,1750,0,23,2393,0,0,0,0,1
310,3,3,2,16,0,0,2720,15000,846,191,18760,0,0,0,0,1
170,3,2,0,3,1,1,1750,1000,165,15,2930,0,0,1,0,0
46,2,1,0,9,0,0,550,820,0,11,1381,0,0,0,1,0
97,3,2,0,5,1,0,900,2734,270,36,3940,0,0,0,1,0
130,3,2,1,4,0,1,1134,7900,386,101,9521,0,0,0,0,1
40,1,1,1,11,0,0,390,2600,96,35,3121,0,0,0,0,1
90,3,2,2,6,0,1,890,2100,150,27,3167,0,0,0,0,1
89,2,2,2,8,1,1,1440,7700,351,98,9589,0,0,0,0,1
240,3,3,5,1,1,0,3000,3500,0,45,6545,0,0,0,0,1
106,3,2,0,6,1,0,1139,2430,0,31,3600,0,0,0,0,1
80,2,1,1,18,0,0,550,1500,167,20,2237,0,0,0,0,1
22,1,1,1,25,1,0,471,2200,55,28,2754,0,0,0,0,1
141,4,3,2,3,1,0,1500,4010,542,51,6103,0,0,0,0,1
340,4,6,6,0,1,1,0,15000,250,226,15480,0,0,0,0,1
105,4,2,2,3,1,0,1659,6500,400,83,8642,0,0,0,0,1
70,3,1,1,2,1,0,380,1290,180,17,1867,0,0,0,0,1
200,3,2,1,8,1,0,1500,8000,42,102,9644,0,0,0,0,1
62,2,1,0,1,1,0,280,709,22,9,1020,0,1,0,0,0
74,2,3,2,24,1,0,450,3200,40,41,3731,0,0,0,0,1
333,5,4,3,5,1,0,2100,7000,1000,91,10190,0,0,0,1,0
250,4,2,5,0,1,0,841,4000,701,61,5603,0,0,0,0,1
70,1,1,1,10,1,1,469,3590,83,46,4188,0,0,0,0,1
120,3,2,2,1,1,1,1790,5500,509,71,7870,0,0,0,1,0
35,1,1,0,1,1,0,100,960,75,15,1150,0,0,1,0,0
67,2,1,0,4,1,0,810,1529,80,17,2436,0,0,0,1,0
220,4,3,4,11,1,1,1800,3000,1000,39,5839,0,0,0,0,1
80,3,2,2,17,1,0,560,2500,175,32,3267,0,1,0,0,0
57,1,1,1,5,1,0,769,4800,194,61,5824,0,0,0,0,1
100,2,2,2,0,1,0,120,2200,159,33,2512,0,0,1,0,0
60,1,1,0,5,1,0,500,750,100,10,1360,0,0,0,1,0
87,3,2,1,12,1,1,870,1450,100,19,2439,0,1,0,0,0
530,4,4,6,0,1,0,0,9520,1334,144,11000,0,0,0,0,1
35,1,1,0,0,1,0,0,700,80,11,791,0,0,0,0,1
140,3,2,2,0,1,0,0,3000,2500,46,5546,0,0,0,0,1
45,2,2,0,0,0,0,0,1630,84,25,1739,0,0,0,0,1
70,1,1,1,12,1,1,1000,3500,171,45,4716,0,0,0,0,1
140,3,3,1,1,1,0,1144,1360,256,18,2778,0,0,0,0,1
80,3,2,1,7,1,0,820,2000,152,27,2999,1,0,0,0,0
50,1,1,0,0,0,0,0,1150,50,18,1218,0,0,0,0,1
108,3,2,2,12,0,0,900,2900,202,37,4039,0,0,0,0,1
60,3,1,1,15,1,1,556,2200,4,31,2791,0,0,0,0,1
30,1,1,1,14,0,1,460,3500,100,45,4105,0,0,0,0,1
110,3,3,2,2,1,1,1000,3800,192,49,5041,0,0,0,0,1
70,2,1,1,5,1,1,843,1100,84,15,2042,0,0,0,1,0
360,3,5,4,22,1,0,2330,3635,1644,47,7656,0,0,0,0,1
348,3,3,3,0,1,0,0,6000,350,91,6441,0,1,0,0,0
270,3,4,3,10,1,0,3809,7900,1792,101,13600,0,0,0,0,1
86,2,2,1,1,0,1,1500,5500,375,71,7446,0,0,0,1,0
100,3,4,2,6,0,0,1380,3000,470,39,4889,0,0,0,0,1
30,1,1,1,10,1,1,574,1850,0,24,2448,0,0,0,0,1
146,3,4,3,20,1,1,1540,10000,667,127,12330,0,0,0,0,1
100,3,3,1,1,1,0,350,1600,120,22,2092,1,0,0,0,0
185,3,2,1,3,1,0,2488,6900,0,89,9477,0,0,0,1,0
300,3,5,2,7,1,0,0,4600,609,70,5279,0,0,0,0,1
120,3,4,0,0,1,0,250,3200,226,41,3717,0,0,0,0,1
195,3,3,2,0,1,0,0,2990,330,45,3365,0,0,0,0,1
110,1,3,2,6,1,0,1500,8000,417,102,10020,0,0,0,0,1
210,3,3,3,17,1,0,2300,7000,717,89,10110,0,0,0,0,1
400,4,6,3,0,1,0,1200,6800,700,103,8803,0,1,0,0,0
42,2,1,1,4,1,0,175,690,63,10,938,1,0,0,0,0
180,3,1,0,0,1,0,0,3400,367,56,3823,1,0,0,0,0
329,4,2,2,9,1,0,2040,6300,420,80,8840,0,1,0,0,0
44,1,1,0,1,1,0,100,1400,0,18,1518,0,0,0,0,1
28,1,1,1,0,0,1,550,1250,0,17,1817,1,0,0,0,0
90,3,2,1,2,0,1,1000,3800,310,49,5159,0,0,0,1,0
90,2,1,0,2,1,0,622,2150,212,28,3012,0,0,0,0,1
200,2,1,0,0,1,0,0,2800,291,43,3134,0,0,0,0,1
240,3,4,3,0,1,0,0,6000,184,107,6291,0,0,1,0,0
55,2,1,0,19,1,0,500,1200,84,18,1802,0,0,1,0,0
90,3,2,0,8,0,0,630,4200,150,56,5036,1,0,0,0,0
85,3,1,2,6,1,0,955,1900,270,25,3150,0,0,0,0,1
255,4,4,3,13,1,1,0,11900,0,151,12050,0,0,0,0,1
280,5,2,1,0,1,0,0,8000,0,121,8121,0,0,0,0,1
29,1,1,0,1,0,0,0,1100,8,15,1123,1,0,0,0,0
48,1,1,1,15,1,1,487,3000,142,39,3668,0,0,0,0,1
170,3,2,2,0,1,0,0,2300,98,35,2433,0,1,0,0,0
45,1,1,1,3,0,1,300,3000,0,40,3340,1,0,0,0,0
341,4,6,4,0,1,0,660,13000,608,196,14460,0,1,0,0,0
80,2,2,0,0,1,1,330,1638,0,19,1987,0,0,1,0,0
153,3,2,1,2,1,0,1500,2550,157,33,4240,0,0,0,1,0
120,3,2,1,2,1,0,1260,2200,0,29,3489,0,0,0,1,0
180,4,4,2,10,1,0,1900,5500,507,70,7977,0,0,0,0,1
84,3,1,1,3,1,0,950,1200,147,16,2313,0,1,0,0,0
73,3,2,1,12,1,0,923,2700,171,35,3829,0,0,0,0,1
50,1,2,1,9,0,1,850,3000,210,39,4099,0,0,0,0,1
40,1,1,1,5,0,0,603,4320,181,55,5159,0,0,0,0,1
216,3,4,4,7,1,1,2300,15000,900,191,18390,0,0,0,0,1
44,1,1,1,8,1,0,480,2300,70,30,2880,0,0,0,0,1
120,3,2,2,1,0,0,318,1700,331,23,2372,1,0,0,0,0
150,3,3,2,10,1,1,1300,8900,250,130,10580,0,0,1,0,0
136,3,2,3,12,1,1,1400,2500,325,32,4257,0,0,0,0,1
54,1,1,0,2,1,0,400,1000,25,15,1440,0,0,1,0,0
100,2,1,1,5,1,1,1400,3800,234,49,5483,0,0,0,0,1
50,2,1,1,1,1,0,496,1200,0,16,1712,0,0,0,0,1
60,2,1,0,0,0,0,0,800,138,13,951,0,1,0,0,0
125,3,2,1,5,1,1,1460,3500,295,46,5301,0,0,0,1,0
28,1,1,0,1,1,0,450,1870,0,25,2345,0,0,0,1,0
78,2,1,0,3,1,0,280,1480,32,22,1814,0,0,1,0,0
46,1,1,0,6,1,0,345,850,27,13,1235,0,0,1,0,0
35,1,1,1,8,0,1,593,2896,78,37,3604,0,0,0,0,1
104,3,2,2,2,1,0,1500,4200,432,54,6186,0,0,0,0,1
215,3,3,2,1,0,1,3000,15000,834,191,19030,0,0,0,0,1
100,3,2,2,0,1,0,0,2250,15,34,2299,0,1,0,0,0
30,1,1,1,0,0,0,0,705,0,10,715,1,0,0,0,0
43,1,1,0,3,1,1,250,1500,25,22,1797,0,0,1,0,0
234,3,4,3,13,1,0,2400,7000,84,89,9573,0,0,0,0,1
37,1,1,0,4,1,1,1320,1730,142,22,3214,0,0,0,0,1
50,2,1,0,1,1,0,54,2000,42,26,2122,0,0,0,0,1
71,2,2,1,12,1,1,1170,3500,190,46,4906,0,0,0,1,0
118,3,3,2,17,1,1,1000,3890,356,50,5296,0,0,0,0,1
122,3,2,1,4,1,0,250,1750,117,23,2140,0,1,0,0,0
58,2,2,1,3,1,0,745,1200,44,16,2005,0,0,0,1,0
270,3,3,2,0,1,0,0,9800,0,148,9948,0,0,0,0,1
90,3,2,2,9,1,0,1163,2500,202,37,3902,0,0,1,0,0
400,4,3,3,0,1,0,0,8000,1250,121,9371,0,0,0,0,1
155,3,3,2,0,1,0,960,5500,15,83,6558,0,1,0,0,0
85,2,1,0,8,1,1,1500,2975,134,39,4648,0,0,0,1,0
280,4,4,4,1,1,1,3600,12000,1667,172,17440,0,0,0,0,1
30,1,1,0,8,1,1,500,2000,45,26,2571,0,0,0,1,0
54,1,2,0,7,1,0,390,3500,0,45,3935,0,0,0,0,1
25,1,1,0,8,1,0,277,750,27,11,1065,0,0,1,0,0
176,4,2,2,0,1,0,0,4500,226,74,4800,1,0,0,0,0
570,4,6,4,0,1,0,0,10500,1834,158,12490,0,0,0,0,1
95,2,2,1,10,1,0,735,1600,170,22,2527,1,0,0,0,0
30,1,1,0,4,1,0,250,1153,0,4,1407,0,0,0,0,1
250,3,4,3,0,1,0,0,3571,430,54,4055,0,0,0,0,1
98,3,3,2,0,1,0,0,2500,0,38,2538,0,0,0,0,1
68,2,2,2,3,1,0,168,800,59,11,1038,1,0,0,0,0
83,3,2,2,7,1,0,804,3690,317,47,4858,0,0,0,0,1
70,2,2,2,6,1,0,625,2250,211,30,3116,1,0,0,0,0
50,2,1,1,3,1,0,170,1000,28,14,1212,1,0,0,0,0
480,4,5,3,0,1,0,2200,4100,1700,62,8062,0,0,0,0,1
250,3,2,8,0,1,0,0,10000,0,151,10150,0,0,0,0,1
191,4,3,3,13,0,0,2800,9500,1200,121,13620,0,0,0,0,1
140,3,3,3,7,0,0,2200,8000,800,102,11100,0,0,0,0,1
49,1,1,1,5,1,0,284,2600,134,33,3051,0,0,0,0,1
362,5,4,4,15,0,0,1400,7900,1504,106,10910,1,0,0,0,0
61,2,1,0,3,1,0,640,1297,21,17,1975,0,0,0,1,0
156,3,2,1,0,1,0,0,1615,110,29,1754,0,0,1,0,0
179,3,2,1,3,1,0,1457,5400,359,69,7285,0,0,0,0,1
120,3,3,2,5,1,1,1100,2800,150,37,4087,0,0,0,1,0
200,4,2,2,0,1,1,0,12000,233,197,12430,1,0,0,0,0
185,3,3,3,20,1,0,2670,5600,907,71,9248,0,0,0,0,1
120,2,2,0,1,1,0,300,3600,120,46,4066,0,0,0,0,1
50,2,1,1,13,1,0,407,1715,12,22,2156,0,0,0,0,1
400,3,3,2,0,1,0,0,4800,0,79,4879,1,0,0,0,0
240,3,4,2,0,1,0,1,8200,625,124,8950,0,0,0,0,1
60,2,1,1,13,1,1,550,1520,80,20,2170,0,0,0,0,1
100,2,1,3,0,0,0,0,2700,378,41,3119,0,0,0,0,1
250,4,4,3,0,0,0,0,7500,417,113,8030,0,0,0,0,1
100,4,2,1,2,1,0,750,1820,167,27,2764,0,0,1,0,0
72,1,2,1,6,1,0,580,2000,0,26,2606,0,0,0,1,0
70,2,1,0,2,1,1,250,2000,7,26,2283,0,0,0,1,0
16,1,1,0,2,1,0,0,2700,5,35,2740,0,0,0,0,1
98,3,2,2,10,1,0,900,4500,0,58,5458,0,0,0,0,1
170,3,3,1,6,1,0,1300,2060,200,27,3587,0,0,0,0,1
45,2,1,0,0,0,0,70,1450,43,22,1585,0,0,0,0,1
90,2,2,1,7,1,1,760,5500,142,70,6472,0,0,0,0,1
30,1,1,1,11,1,1,500,2570,0,8,3078,0,0,0,0,1
140,3,3,2,3,1,0,2350,4905,59,63,7377,0,0,0,0,1
90,2,2,2,2,1,0,1230,3640,342,47,5259,0,0,0,0,1
80,2,2,0,6,1,0,650,2500,0,33,3183,0,0,0,1,0
40,1,1,0,0,0,0,0,750,0,12,762,0,0,0,0,1
300,3,2,1,0,1,0,0,3900,538,59,4497,0,0,0,0,1
340,4,4,3,0,1,0,0,10000,1084,151,11240,0,0,0,0,1
72,2,2,1,6,1,0,1100,5270,334,67,6771,0,0,0,0,1
250,4,3,3,0,0,0,0,13000,950,196,14150,0,0,0,0,1
100,2,2,3,12,0,0,1470,3478,180,45,5173,0,0,0,1,0
98,3,1,0,1,0,0,240,12750,50,187,13230,0,0,1,0,0
164,3,2,2,0,1,0,0,3200,131,53,3384,1,0,0,0,0
250,3,3,4,0,1,1,250,6500,309,98,7157,0,0,0,0,1
28,1,1,0,3,1,1,609,1189,0,16,1814,0,0,0,1,0
60,2,1,0,11,0,1,600,1650,0,22,2272,0,0,0,1,0
105,3,3,2,4,0,0,1380,2720,417,35,4552,0,0,0,0,1
220,2,4,3,26,0,0,2000,12960,834,165,15960,0,0,0,0,1
250,5,3,1,0,1,0,500,4000,100,61,4661,0,0,0,1,0
171,3,3,1,13,1,0,2395,5100,259,65,7819,0,0,0,0,1
156,4,3,2,4,1,0,1350,3900,600,51,5901,0,0,0,1,0
150,3,5,3,0,1,1,0,4500,189,68,4757,0,0,0,0,1
75,3,2,1,3,1,0,500,1500,50,20,2070,1,0,0,0,0
254,3,5,4,18,1,0,2000,10000,990,127,13120,0,0,0,0,1
68,1,2,1,6,1,1,2304,9000,532,115,11950,0,0,0,0,1
55,2,1,0,5,0,0,337,1528,0,20,1885,0,0,0,0,1
40,1,1,0,10,1,0,200,800,19,12,1031,0,0,1,0,0
230,2,3,1,1,1,1,3000,12000,450,153,15600,0,0,0,0,1
70,2,2,0,3,0,1,400,1995,80,30,2505,0,0,1,0,0
170,4,5,2,0,1,0,0,3700,0,56,3756,0,0,0,0,1
40,1,1,1,1,1,0,402,1050,67,16,1535,0,0,1,0,0
270,3,4,3,4,1,1,3700,7500,1471,96,12770,0,0,0,0,1
54,2,1,1,10,1,0,320,1500,23,20,1863,0,1,0,0,0
291,4,3,2,0,1,0,0,3300,208,50,3558,0,1,0,0,0
86,2,1,1,1,1,0,200,1310,130,18,1658,1,0,0,0,0
77,2,1,1,5,1,0,886,2200,0,28,3114,0,0,0,0,1
86,3,2,2,10,1,1,550,2900,190,37,3677,0,0,0,0,1
200,3,4,2,4,0,0,2500,2000,275,26,4801,0,1,0,0,0
90,2,2,2,16,0,1,867,4800,203,61,5931,0,0,0,0,1
64,2,2,2,12,1,0,790,3400,161,44,4395,0,0,0,0,1
54,2,1,2,2,1,0,240,1310,30,20,1600,0,0,1,0,0
387,7,5,3,0,1,1,0,6000,394,107,6501,0,0,1,0,0
100,2,3,2,20,0,1,1080,10000,138,127,11350,0,0,0,0,1
50,2,2,1,9,1,0,390,1800,0,23,2213,0,0,0,0,1
520,3,3,4,20,0,0,2224,12000,1133,160,15520,1,0,0,0,0
23,1,1,0,25,1,0,393,2100,59,27,2579,0,0,0,0,1
60,1,1,0,3,1,0,520,1580,0,21,2121,0,0,0,1,0
96,2,1,1,4,0,0,800,3000,0,39,3839,0,0,0,0,1
140,3,1,0,0,1,0,0,2700,167,41,2908,0,0,0,0,1
103,3,2,0,4,1,0,812,2750,200,36,3798,0,0,0,1,0
148,4,4,4,10,1,1,2580,2000,406,26,5012,0,0,0,0,1
172,4,3,1,0,1,0,0,3500,114,53,3667,0,0,0,0,1
93,2,3,2,5,1,0,1006,3200,350,41,4597,0,0,0,0,1
72,2,2,1,4,1,0,690,2300,200,30,3220,0,0,0,0,1
68,2,1,1,1,1,0,400,1500,70,20,1990,0,1,0,0,0
350,4,3,4,0,1,0,0,4000,209,61,4270,0,0,0,0,1
70,2,2,1,1,1,1,950,3500,225,46,4721,0,0,0,1,0
400,5,4,3,0,1,0,2600,6900,1017,104,10620,0,0,0,0,1
38,1,1,0,1,1,0,280,690,9,11,990,0,0,1,0,0
107,2,2,1,12,0,0,1300,8400,293,107,10100,0,0,0,0,1
111,3,2,0,7,1,0,1370,2500,264,32,4166,0,0,0,0,1
140,4,3,2,10,1,0,2000,3800,334,49,6183,0,0,0,0,1
35,1,1,0,0,1,0,0,1150,30,15,1195,0,0,0,0,1
178,3,3,4,12,0,1,2180,15000,850,191,18220,0,0,0,0,1
200,2,2,1,10,1,1,2700,9500,600,121,12920,0,0,0,0,1
33,1,1,0,1,0,0,338,1000,63,13,1414,0,0,0,0,1
90,3,2,1,2,0,0,300,1600,140,22,2062,1,0,0,0,0
65,2,1,0,1,0,0,560,1600,67,21,2248,0,0,0,1,0
320,3,3,8,0,1,0,0,5500,572,83,6155,0,0,0,0,1
68,2,1,0,2,1,0,160,1320,26,20,1526,0,0,1,0,0
180,6,2,3,1,1,0,0,4800,242,71,5113,0,0,1,0,0
50,2,1,1,0,0,0,0,1300,69,20,1389,0,0,0,0,1
137,3,2,1,6,1,0,1480,4700,293,60,6533,0,0,0,0,1
165,3,2,2,8,1,1,1750,6500,779,83,9112,0,0,0,0,1
180,2,2,1,15,1,0,1800,5350,0,68,7218,0,0,0,0,1
220,4,4,3,12,1,0,3600,5100,892,65,9657,0,0,0,0,1
85,2,2,1,1,1,0,541,2800,0,38,3379,1,0,0,0,0
37,1,1,0,8,0,1,700,1400,209,19,2328,0,0,0,1,0
64,2,3,2,2,1,0,400,2750,113,41,3304,0,0,1,0,0
97,2,2,1,7,1,0,1770,4400,334,57,6561,0,0,0,1,0
90,3,2,1,1,1,0,135,1300,115,18,1568,1,0,0,0,0
130,3,2,1,9,1,0,1350,4500,209,58,6117,0,0,0,1,0
128,4,2,1,7,0,0,900,3400,59,44,4403,0,1,0,0,0
58,2,2,1,12,0,1,928,4000,256,51,5235,0,0,0,0,1
76,2,1,1,2,0,0,200,900,0,12,1112,1,0,0,0,0
220,2,4,2,0,1,1,0,6200,1200,94,7494,0,0,0,0,1
40,1,1,0,0,0,0,30,780,17,12,839,0,0,0,0,1
235,3,4,3,2,1,0,2000,2550,1000,33,5583,0,0,0,0,1
45,1,1,0,9,1,0,285,1100,55,15,1455,1,0,0,0,0
47,2,1,1,4,0,0,580,1100,0,14,1694,0,0,0,0,1
471,5,6,3,0,1,0,0,14000,1297,230,15530,1,0,0,0,0
50,1,1,0,4,1,0,418,520,23,7,968,0,1,0,0,0
344,3,4,4,16,0,0,3158,15000,1231,200,19590,1,0,0,0,0
38,1,1,1,12,0,1,353,1850,28,24,2255,0,0,0,0,1
42,2,1,0,0,1,0,0,860,13,16,889,0,0,1,0,0
60,1,1,1,9,1,0,270,1400,101,19,1790,1,0,0,0,0
500,4,6,4,0,1,0,0,13000,2200,196,15400,0,0,0,0,1
49,2,1,1,5,1,0,300,1700,21,22,2043,0,0,0,0,1
48,2,1,1,3,1,0,120,900,96,12,1128,1,0,0,0,0
45,2,1,0,0,0,0,0,1300,109,20,1429,0,0,0,0,1
72,2,2,1,2,1,0,570,1200,60,18,1848,0,0,1,0,0
400,3,2,1,0,1,0,0,1600,258,27,1885,1,0,0,0,0
28,1,1,0,1,0,1,0,1750,0,23,1773,0,0,0,0,1
189,3,2,2,9,1,0,2500,8500,489,110,11600,0,0,0,1,0
160,3,2,0,12,1,0,1239,3900,150,50,5339,0,0,0,0,1
330,4,4,2,21,1,0,1300,15000,1084,110,17490,0,0,0,1,0
200,3,5,4,6,1,0,1970,1720,959,22,4671,0,0,0,0,1
375,4,5,5,1,1,0,4793,15000,2805,191,22790,0,0,0,0,1
68,2,2,1,7,1,1,489,1877,0,24,2390,0,0,0,0,1
70,2,1,1,8,1,0,850,2500,92,32,3474,0,0,0,0,1
110,3,2,0,10,0,1,1260,2950,303,39,4552,0,0,0,1,0
103,3,3,2,7,0,0,1470,5600,330,71,7471,0,0,0,0,1
26,1,1,0,2,0,0,50,1500,59,20,1629,0,0,0,1,0
88,3,2,2,2,0,0,312,1200,109,16,1637,1,0,0,0,0
165,3,4,3,7,1,0,1700,4500,573,58,6831,0,0,0,0,1
80,2,2,0,0,0,0,0,1100,167,17,1284,0,0,0,0,1
90,3,2,2,9,1,0,433,2780,116,41,3370,0,0,1,0,0
380,4,1,2,0,0,0,0,4000,386,61,4447,0,0,0,0,1
174,3,4,2,2,1,0,1936,6000,390,77,8403,0,0,0,0,1
128,4,5,1,0,1,0,0,6800,71,87,6958,0,0,0,0,1
160,3,4,4,2,1,0,2250,2100,480,27,4857,0,0,0,0,1
168,3,2,0,1,1,0,1000,3700,417,48,5165,0,0,0,1,0
100,3,2,2,1,1,1,700,2200,105,28,3033,0,1,0,0,0
300,3,3,0,0,1,1,0,5000,0,82,5082,1,0,0,0,0
163,4,4,0,14,1,0,1005,7500,22,100,8627,1,0,0,0,0
86,3,1,1,5,1,1,1000,2200,116,28,3344,0,0,0,0,1
236,4,3,3,13,1,0,3070,1600,1015,21,5706,0,0,0,0,1
112,3,2,0,7,1,0,1344,3900,271,51,5566,0,0,0,1,0
600,5,5,6,0,1,0,0,12750,1059,192,14000,0,0,0,0,1
256,4,5,4,8,1,0,3900,3000,1167,39,8106,0,1,0,0,0
220,3,4,2,0,0,0,0,3500,276,53,3829,0,0,0,0,1
257,4,4,4,14,0,0,5000,12000,1584,153,18740,0,0,0,0,1
75,3,1,1,4,1,0,280,1500,66,20,1866,1,0,0,0,0
400,3,1,1,0,1,1,0,7650,666,117,8433,0,0,0,1,0
560,4,6,5,0,1,0,0,6550,1700,99,8349,0,0,0,0,1
220,4,4,5,3,0,1,1700,4600,0,59,6359,0,0,0,0,1
70,1,1,1,4,1,0,1065,3500,255,46,4866,0,0,0,1,0
19,1,1,0,1,0,0,0,1200,37,16,1253,1,0,0,0,0
35,1,1,0,0,1,0,0,900,11,14,925,0,0,0,0,1
70,1,1,1,4,1,0,740,2600,66,33,3439,0,0,0,0,1
40,1,1,0,12,0,1,370,3300,74,42,3786,0,0,0,0,1
37,1,1,0,2,1,0,330,1500,67,22,1919,0,0,1,0,0
180,2,2,1,12,1,0,3400,9000,480,115,13000,0,0,0,0,1
60,1,1,0,2,0,0,600,2300,140,30,3070,0,0,0,1,0
90,3,2,1,9,1,0,700,2050,60,27,2837,0,0,0,1,0
208,4,2,4,0,1,0,0,4500,282,68,4850,0,0,0,0,1
160,3,2,1,11,1,0,1860,4700,275,61,6896,0,0,0,1,0
180,4,2,1,3,1,1,770,3610,248,49,4677,1,0,0,0,0
150,4,3,0,0,1,0,0,3300,800,59,4159,0,0,1,0,0
75,2,1,1,0,1,0,0,1080,80,17,1177,0,1,0,0,0
90,2,2,1,4,1,0,1660,1039,350,14,3063,0,0,0,1,0
170,4,2,2,0,1,0,0,2900,50,44,2994,0,0,0,0,1
193,2,4,4,7,1,0,1948,13000,1323,165,16440,0,0,0,0,1
40,1,1,0,22,1,1,473,2300,39,30,2842,0,0,0,0,1
45,1,1,1,5,1,1,519,3850,209,49,4627,0,0,0,0,1
116,3,4,2,4,1,0,1036,8000,584,102,9722,0,0,0,0,1
67,2,2,1,1,1,1,650,2300,0,30,2980,0,0,0,0,1
40,1,1,0,8,0,1,685,1920,117,25,2747,0,0,0,0,1
140,2,3,1,0,1,0,0,3850,150,58,4058,0,0,0,0,1
350,3,4,6,0,1,0,0,3850,834,58,4742,0,0,0,0,1
420,3,4,4,0,0,0,0,6000,417,91,6508,0,0,0,0,1
204,4,4,2,0,1,0,0,3440,100,62,3602,0,0,1,0,0
110,2,2,1,0,1,0,0,2200,192,34,2426,0,0,0,0,1
645,5,8,8,0,1,0,0,15000,2334,226,17560,0,0,0,0,1
260,4,5,5,3,1,0,3428,11000,2441,140,17010,0,0,0,0,1
160,2,1,0,12,0,0,1200,2400,0,31,3631,0,0,0,0,1
50,2,1,0,0,1,0,0,1200,42,19,1261,0,0,0,0,1
60,2,1,0,1,1,1,615,3000,84,39,3738,0,0,0,1,0
30,1,1,0,12,1,0,0,1000,50,13,1063,0,0,0,1,0
75,3,2,0,8,1,0,800,1615,124,12,2551,0,0,0,1,0
78,3,3,1,2,1,0,930,2850,206,37,4023,0,0,0,1,0
140,4,2,2,1,1,0,1000,3500,413,47,4960,1,0,0,0,0
500,3,7,5,14,1,1,1890,7950,900,101,10840,0,1,0,0,0
80,1,1,0,0,1,0,0,971,15,18,1004,0,0,1,0,0
182,3,4,2,0,1,0,164,2900,74,52,3190,0,0,1,0,0
